species	length	name
PBI	284	PBIGNG10769
PBI	78	PBIGNG10770
PBI	94	PBIGNG10771
PBI	273	PBIGNG10772
PBI	698	PBIGNG10773
PBI	116	PBIGNG10774
PBI	659	PBIGNG10775
PBI	275	PBIGNG10776
PBI	841	PBIGNG10777
PBI	2577	PBIGNG10778
PBI	542	PBIGNG10779
PBI	77	PBIGNG10780
PBI	111	PBIGNG10781
PBI	66	PBIGNG10782
PBI	6	PBIGNG10783
PBI	370	PBIGNG10784
PBI	35	PBIGNG10785
PBI	263	PBIGNG10786
PBI	149	PBIGNG10787
PBI	679	PBIGNG10788
PBI	543	PBIGNG10789
PBI	350	PBIGNG10790
PBI	622	PBIGNG10791
PBI	70	PBIGNG10792
PBI	285	PBIGNG10793
PBI	733	PBIGNG10794
PBI	54	PBIGNG10795
PBI	39	PBIGNG10796
PBI	338	PBIGNG10797
PBI	110	PBIGNG10798
PBI	492	PBIGNG10799
PBI	399	PBIGNG10800
PBI	41	PBIGNG10801
PBI	66	PBIGNG10802
PBI	32	PBIGNG10803
PBI	70	PBIGNG10804
PBI	587	PBIGNG10805
PBI	1266	PBIGNG10806
PBI	84	PBIGNG10807
PBI	102	PBIGNG10808
PBI	35	PBIGNG10809
PBI	153	PBIGNG10810
PBI	1447	PBIGNG10811
PBI	609	PBIGNG10812
PBI	245	PBIGNG10813
PBI	1808	PBIGNG10814
PBI	183	PBIGNG10815
PBI	760	PBIGNG10816
PBI	72	PBIGNG10817
PBI	37	PBIGNG10818
PBI	1450	PBIGNG10819
PBI	102	PBIGNG10820
PBI	513	PBIGNG10821
PBI	37	PBIGNG10822
PBI	42	PBIGNG10823
PBI	63	PBIGNG10824
PBI	35	PBIGNG10825
PBI	195	PBIGNG10826
PBI	1044	PBIGNG10827
PBI	79	PBIGNG10828
PBI	84	PBIGNG10829
PBI	50	PBIGNG10830
PBI	87	PBIGNG10831
PBI	1393	PBIGNG10832
PBI	462	PBIGNG10833
PBI	453	PBIGNG10834
PBI	411	PBIGNG10835
PBI	874	PBIGNG10836
PBI	106	PBIGNG10837
PBI	117	PBIGNG10838
PBI	12	PBIGNG10839
PBI	14	PBIGNG10840
PBI	496	PBIGNG10841
PBI	190	PBIGNG10842
PBI	1125	PBIGNG10843
PBI	944	PBIGNG10844
PBI	53	PBIGNG10845
PBI	38	PBIGNG10846
PBI	384	PBIGNG10847
PBI	631	PBIGNG10848
PBI	141	PBIGNG10849
PBI	73	PBIGNG10850
PBI	602	PBIGNG10851
PBI	120	PBIGNG10852
PBI	68	PBIGNG10853
PBI	174	PBIGNG10854
PBI	96	PBIGNG10855
PBI	210	PBIGNG10856
PBI	24	PBIGNG10857
PBI	995	PBIGNG10858
PBI	76	PBIGNG10859
PBI	140	PBIGNG10860
PBI	78	PBIGNG10861
PBI	674	PBIGNG10862
PBI	71	PBIGNG10863
PBI	100	PBIGNG10864
PBI	111	PBIGNG10865
PBI	278	PBIGNG10866
PBI	66	PBIGNG10867
PBI	109	PBIGNG10868
PBI	87	PBIGNG10869
PBI	594	PBIGNG10870
PBI	223	PBIGNG10871
PBI	22	PBIGNG10872
PBI	85	PBIGNG10873
PBI	17	PBIGNG10874
PBI	49	PBIGNG10875
PBI	86	PBIGNG10876
PBI	221	PBIGNG10877
PBI	97	PBIGNG10878
PBI	1347	PBIGNG10879
PBI	252	PBIGNG10880
PBI	101	PBIGNG10881
PBI	404	PBIGNG10882
PBI	55	PBIGNG10883
PBI	826	PBIGNG10884
PBI	217	PBIGNG10885
PBI	1275	PBIGNG10886
PBI	24	PBIGNG10887
PBI	68	PBIGNG10888
PBI	16	PBIGNG10889
PBI	183	PBIGNG10890
PBI	27	PBIGNG10891
PBI	735	PBIGNG10892
PBI	1161	PBIGNG10893
PBI	177	PBIGNG10894
PBI	186	PBIGNG10895
PBI	71	PBIGNG10896
PBI	10	PBIGNG10897
PBI	49	PBIGNG10898
PBI	96	PBIGNG10899
PBI	1077	PBIGNG10900
PBI	179	PBIGNG10901
PBI	70	PBIGNG10902
PBI	836	PBIGNG10903
PBI	84	PBIGNG10904
PBI	71	PBIGNG10905
PBI	51	PBIGNG10906
PBI	31	PBIGNG10907
PBI	987	PBIGNG10908
PBI	564	PBIGNG10909
PBI	379	PBIGNG10910
PBI	587	PBIGNG10911
PBI	35	PBIGNG10912
PBI	51	PBIGNG10913
PBI	106	PBIGNG10914
PBI	29	PBIGNG10915
PBI	68	PBIGNG10916
PBI	42	PBIGNG10917
PBI	1140	PBIGNG10918
PBI	84	PBIGNG10919
PBI	236	PBIGNG10920
PBI	37	PBIGNG10921
PBI	292	PBIGNG10922
PBI	89	PBIGNG10923
PBI	667	PBIGNG10924
PBI	32	PBIGNG10925
PBI	150	PBIGNG10926
PBI	2997	PBIGNG10927
PBI	96	PBIGNG10928
PBI	1920	PBIGNG10929
PBI	2798	PBIGNG10930
PBI	173	PBIGNG10931
PBI	3541	PBIGNG10932
PBI	1820	PBIGNG10933
PBI	609	PBIGNG10934
PBI	349	PBIGNG10935
PBI	74	PBIGNG10936
PBI	386	PBIGNG10937
PBI	59	PBIGNG10938
PBI	898	PBIGNG10939
PBI	1360	PBIGNG10940
PBI	487	PBIGNG10941
PBI	268	PBIGNG10942
PBI	56	PBIGNG10943
PBI	36	PBIGNG10944
PBI	1615	PBIGNG10945
PBI	162	PBIGNG10946
PBI	14	PBIGNG10947
PBI	49	PBIGNG10948
PBI	24	PBIGNG10949
PBI	208	PBIGNG10950
PBI	75	PBIGNG10951
PBI	55	PBIGNG10952
PBI	867	PBIGNG10953
PBI	69	PBIGNG10954
PBI	11233	PBIGNG10955
PBI	22	PBIGNG10956
PBI	286	PBIGNG10957
PBI	30	PBIGNG10958
PBI	457	PBIGNG10959
PBI	439	PBIGNG10960
PBI	42	PBIGNG10961
PBI	11	PBIGNG10962
PBI	47	PBIGNG10963
PBI	73	PBIGNG10964
PBI	400	PBIGNG10965
PBI	1099	PBIGNG10966
PBI	726	PBIGNG10967
PBI	1000	PBIGNG10968
PBI	580	PBIGNG10969
PBI	82	PBIGNG10970
PBI	451	PBIGNG10971
PBI	60	PBIGNG10972
PBI	26	PBIGNG10973
PBI	217	PBIGNG10974
PBI	298	PBIGNG10975
PBI	125	PBIGNG10976
PBI	1902	PBIGNG10977
PBI	39	PBIGNG10978
PBI	844	PBIGNG10979
PBI	89	PBIGNG10980
PBI	86	PBIGNG10981
PBI	128	PBIGNG10982
PBI	81	PBIGNG10983
PBI	333	PBIGNG10984
PBI	148	PBIGNG10985
PBI	29	PBIGNG10986
PBI	6	PBIGNG10987
PBI	14	PBIGNG10988
PBI	356	PBIGNG10989
PBI	93	PBIGNG10990
PBI	26	PBIGNG10991
PBI	105	PBIGNG10992
PBI	535	PBIGNG10993
PBI	271	PBIGNG10994
PBI	77	PBIGNG10995
PBI	357	PBIGNG10996
PBI	44	PBIGNG10997
PBI	130	PBIGNG10998
PBI	147	PBIGNG10999
PBI	355	PBIGNG11000
PBI	145	PBIGNG11001
PBI	67	PBIGNG11002
PBI	133	PBIGNG11003
PBI	64	PBIGNG11004
PBI	133	PBIGNG11005
PBI	68	PBIGNG11006
PBI	231	PBIGNG11007
PBI	34	PBIGNG11008
PBI	136	PBIGNG11009
PBI	24	PBIGNG11010
PBI	20	PBIGNG11011
PBI	324	PBIGNG11012
PBI	33	PBIGNG11013
PBI	529	PBIGNG11014
PBI	659	PBIGNG11015
PBI	89	PBIGNG11016
PBI	437	PBIGNG11017
PBI	37	PBIGNG11018
PBI	69	PBIGNG11019
PBI	165	PBIGNG11020
PBI	166	PBIGNG11021
PBI	50	PBIGNG11022
PBI	54	PBIGNG11023
PBI	75	PBIGNG11024
PBI	483	PBIGNG11025
PBI	38	PBIGNG11026
PBI	22	PBIGNG11027
PBI	182	PBIGNG11028
PBI	136	PBIGNG11029
PBI	21	PBIGNG11030
PBI	359	PBIGNG11031
PBI	254	PBIGNG11032
PBI	92	PBIGNG11033
PBI	910	PBIGNG11034
PBI	1977	PBIGNG11035
PBI	63	PBIGNG11036
PBI	137	PBIGNG11037
PBI	49	PBIGNG11038
PBI	629	PBIGNG11039
PBI	41	PBIGNG11040
PBI	311	PBIGNG11041
PBI	1282	PBIGNG11042
PBI	40	PBIGNG11043
PBI	779	PBIGNG11044
PBI	676	PBIGNG11045
PBI	9	PBIGNG11046
PBI	925	PBIGNG11047
PBI	2065	PBIGNG11048
PBI	546	PBIGNG11049
PBI	1593	PBIGNG11050
PBI	284	PBIGNG11051
PBI	103	PBIGNG11052
PBI	52	PBIGNG11053
PBI	1004	PBIGNG11054
PBI	613	PBIGNG11055
PBI	686	PBIGNG11056
PBI	56	PBIGNG11057
PBI	1108	PBIGNG11058
PBI	87	PBIGNG11059
PBI	74	PBIGNG11060
PBI	365	PBIGNG11061
PBI	57	PBIGNG11062
PBI	52	PBIGNG11063
PBI	33	PBIGNG11064
PBI	158	PBIGNG11065
PBI	110	PBIGNG11066
PBI	37	PBIGNG11067
PBI	53	PBIGNG11068
PBI	939	PBIGNG11069
PBI	149	PBIGNG11070
PBI	358	PBIGNG11071
PBI	191	PBIGNG11072
PBI	512	PBIGNG11073
PBI	30	PBIGNG11074
PBI	10	PBIGNG11075
PBI	54	PBIGNG11076
PBI	587	PBIGNG11077
PBI	988	PBIGNG11078
PBI	1542	PBIGNG11079
PBI	1997	PBIGNG11080
PBI	604	PBIGNG11081
PBI	4168	PBIGNG11082
PBI	1282	PBIGNG11083
PBI	686	PBIGNG11084
PBI	31	PBIGNG11085
PBI	33	PBIGNG11086
PBI	28	PBIGNG11087
PBI	1005	PBIGNG11088
PBI	789	PBIGNG11089
PBI	1998	PBIGNG11090
PBI	206	PBIGNG11091
PBI	50	PBIGNG11092
PBI	62	PBIGNG11093
PBI	812	PBIGNG11094
PBI	152	PBIGNG11095
PBI	35	PBIGNG11096
PBI	675	PBIGNG11097
PBI	788	PBIGNG11098
PBI	593	PBIGNG11099
PBI	275	PBIGNG11100
PBI	561	PBIGNG11101
PBI	200	PBIGNG11102
PBI	32	PBIGNG11103
PBI	664	PBIGNG11104
PBI	475	PBIGNG11105
PBI	749	PBIGNG11106
PBI	43	PBIGNG11107
PBI	2022	PBIGNG11108
PBI	1772	PBIGNG11109
PBI	1209	PBIGNG11110
PBI	3163	PBIGNG11111
PBI	824	PBIGNG11112
PBI	434	PBIGNG11113
PBI	150	PBIGNG11114
PBI	944	PBIGNG11115
PBI	697	PBIGNG11116
PBI	372	PBIGNG11117
PBI	63	PBIGNG11118
PBI	91	PBIGNG11119
PBI	166	PBIGNG11120
PBI	293	PBIGNG11121
PBI	79	PBIGNG11122
PBI	32	PBIGNG11123
PBI	116	PBIGNG11124
PBI	68	PBIGNG11125
PBI	74	PBIGNG11126
PBI	1118	PBIGNG11127
PBI	500	PBIGNG11128
PBI	443	PBIGNG11129
PBI	9	PBIGNG11130
PBI	22	PBIGNG11131
PBI	62	PBIGNG11132
PBI	186	PBIGNG11133
PBI	128	PBIGNG11134
PBI	882	PBIGNG11135
PBI	139	PBIGNG11136
PBI	400	PBIGNG11137
PBI	28	PBIGNG11138
PBI	452	PBIGNG11139
PBI	231	PBIGNG11140
PBI	319	PBIGNG11141
PBI	841	PBIGNG11142
PBI	522	PBIGNG11143
PBI	45	PBIGNG11144
PBI	51	PBIGNG11145
PBI	86	PBIGNG11146
PBI	55	PBIGNG11147
PBI	54	PBIGNG11148
PBI	29	PBIGNG11149
PBI	188	PBIGNG11150
PBI	103	PBIGNG11151
PBI	134	PBIGNG11152
PBI	153	PBIGNG11153
PBI	872	PBIGNG11154
PBI	176	PBIGNG11155
PBI	421	PBIGNG11156
PBI	616	PBIGNG11157
PBI	870	PBIGNG11158
PBI	433	PBIGNG11159
PBI	322	PBIGNG11160
PBI	17	PBIGNG11161
PBI	42	PBIGNG11162
PBI	87	PBIGNG11163
PBI	27	PBIGNG11164
PBI	317	PBIGNG11165
PBI	205	PBIGNG11166
PBI	64	PBIGNG11167
PBI	35	PBIGNG11168
PBI	463	PBIGNG11169
PBI	56	PBIGNG11170
PBI	33	PBIGNG11171
PBI	429	PBIGNG11172
PBI	235	PBIGNG11173
PBI	241	PBIGNG11174
PBI	868	PBIGNG11175
PBI	51	PBIGNG11176
PBI	49	PBIGNG11177
PBI	340	PBIGNG11178
PBI	612	PBIGNG11179
PBI	2457	PBIGNG11180
PBI	438	PBIGNG11181
PBI	83	PBIGNG11182
PBI	18	PBIGNG11183
PBI	62	PBIGNG11184
PBI	46	PBIGNG11185
PBI	252	PBIGNG11186
PBI	66	PBIGNG11187
PBI	25	PBIGNG11188
PBI	701	PBIGNG11189
PBI	188	PBIGNG11190
PBI	375	PBIGNG11191
PBI	81	PBIGNG11192
PBI	9	PBIGNG11193
PBI	11	PBIGNG11194
PBI	487	PBIGNG11195
PBI	564	PBIGNG11196
PBI	594	PBIGNG11197
PBI	74	PBIGNG11198
PBI	383	PBIGNG11199
PBI	228	PBIGNG11200
PBI	122	PBIGNG11201
PBI	575	PBIGNG11202
PBI	42	PBIGNG11203
PBI	196	PBIGNG11204
PBI	593	PBIGNG11205
PBI	174	PBIGNG11206
PBI	374	PBIGNG11207
PBI	474	PBIGNG11208
PBI	119	PBIGNG11209
PBI	58	PBIGNG11210
PBI	33	PBIGNG11211
PBI	56	PBIGNG11212
PBI	327	PBIGNG11213
PBI	2409	PBIGNG11214
PBI	756	PBIGNG11215
PBI	255	PBIGNG11216
PBI	1351	PBIGNG11217
PBI	1080	PBIGNG11218
PBI	924	PBIGNG11219
PBI	1813	PBIGNG11220
PBI	2783	PBIGNG11221
PBI	314	PBIGNG11222
PBI	4698	PBIGNG11223
PBI	709	PBIGNG11224
PBI	621	PBIGNG11225
PBI	518	PBIGNG11226
PBI	156	PBIGNG11227
PBI	821	PBIGNG11228
PBI	84	PBIGNG11229
PBI	244	PBIGNG11230
PBI	157	PBIGNG11231
PBI	825	PBIGNG11232
PBI	208	PBIGNG11233
PBI	833	PBIGNG11234
PBI	35	PBIGNG11235
PBI	327	PBIGNG11236
PBI	27	PBIGNG11237
PBI	23	PBIGNG11238
PBI	149	PBIGNG11239
PBI	27	PBIGNG11240
PBI	709	PBIGNG11241
PBI	163	PBIGNG11242
PBI	88	PBIGNG11243
PBI	61	PBIGNG11244
PBI	388	PBIGNG11245
PBI	423	PBIGNG11246
PBI	258	PBIGNG11247
PBI	19	PBIGNG11248
PBI	43	PBIGNG11249
PBI	223	PBIGNG11250
PBI	1434	PBIGNG11251
PBI	272	PBIGNG11252
PBI	24	PBIGNG11253
PBI	126	PBIGNG11254
PBI	99	PBIGNG11255
PBI	532	PBIGNG11256
PBI	358	PBIGNG11257
PBI	39	PBIGNG11258
PBI	203	PBIGNG11259
PBI	130	PBIGNG11260
PBI	177	PBIGNG11261
PBI	57	PBIGNG11262
PBI	125	PBIGNG11263
PBI	162	PBIGNG11264
PBI	54	PBIGNG11265
PBI	25	PBIGNG11266
PBI	1019	PBIGNG11267
PBI	139	PBIGNG11268
PBI	268	PBIGNG11269
PBI	249	PBIGNG11270
PBI	261	PBIGNG11271
PBI	539	PBIGNG11272
PBI	203	PBIGNG11273
PBI	534	PBIGNG11274
PBI	1848	PBIGNG11275
PBI	178	PBIGNG11276
PBI	1126	PBIGNG11277
PBI	533	PBIGNG11278
PBI	36	PBIGNG11279
PBI	94	PBIGNG11280
PBI	104	PBIGNG11281
PBI	35	PBIGNG11282
PBI	90	PBIGNG11283
PBI	45	PBIGNG11284
PBI	79	PBIGNG11285
PBI	27	PBIGNG11286
PBI	204	PBIGNG11287
PBI	175	PBIGNG11288
PBI	264	PBIGNG11289
PBI	1027	PBIGNG11290
PBI	263	PBIGNG11291
PBI	1048	PBIGNG11292
PBI	91	PBIGNG11293
PBI	67	PBIGNG11294
PBI	269	PBIGNG11295
PBI	274	PBIGNG11296
PBI	540	PBIGNG11297
PBI	690	PBIGNG11298
PBI	90	PBIGNG11299
PBI	178	PBIGNG11300
PBI	45	PBIGNG11301
PBI	487	PBIGNG11302
PBI	347	PBIGNG11303
PBI	145	PBIGNG11304
PBI	190	PBIGNG11305
PBI	15	PBIGNG11306
PBI	17	PBIGNG11307
PBI	20	PBIGNG11308
PBI	1987	PBIGNG11309
PBI	57	PBIGNG11310
PBI	233	PBIGNG11311
PBI	257	PBIGNG11312
PBI	229	PBIGNG11313
PBI	50	PBIGNG11314
PBI	34	PBIGNG11315
PBI	80	PBIGNG11316
PBI	398	PBIGNG11317
PBI	26	PBIGNG11318
PBI	28	PBIGNG11319
PBI	155	PBIGNG11320
PBI	18	PBIGNG11321
PBI	128	PBIGNG11322
PBI	136	PBIGNG11323
PBI	36	PBIGNG11324
PBI	1328	PBIGNG11325
PBI	9	PBIGNG11326
PBI	355	PBIGNG11327
PBI	167	PBIGNG11328
PBI	357	PBIGNG11329
PBI	881	PBIGNG11330
PBI	24	PBIGNG11331
PBI	753	PBIGNG11332
PBI	870	PBIGNG11333
PBI	811	PBIGNG11334
PBI	211	PBIGNG11335
PBI	135	PBIGNG11336
PBI	823	PBIGNG11337
PBI	41	PBIGNG11338
PBI	536	PBIGNG11339
PBI	1282	PBIGNG11340
PBI	213	PBIGNG11341
PBI	477	PBIGNG11342
PBI	500	PBIGNG11343
PBI	824	PBIGNG11344
PBI	82	PBIGNG11345
PBI	18	PBIGNG11346
PBI	113	PBIGNG11347
PBI	83	PBIGNG11348
PBI	90	PBIGNG11349
PBI	25	PBIGNG11350
PBI	345	PBIGNG11351
PBI	556	PBIGNG11352
PBI	35	PBIGNG11353
PBI	104	PBIGNG11354
PBI	158	PBIGNG11355
PBI	26	PBIGNG11356
PBI	65	PBIGNG11357
PBI	359	PBIGNG11358
PBI	116	PBIGNG11359
PBI	491	PBIGNG11360
PBI	472	PBIGNG11361
PBI	357	PBIGNG11362
PBI	132	PBIGNG11363
PBI	88	PBIGNG11364
PBI	235	PBIGNG11365
PBI	279	PBIGNG11366
PBI	30	PBIGNG11367
PBI	26	PBIGNG11368
PBI	73	PBIGNG11369
PBI	41	PBIGNG11370
PBI	136	PBIGNG11371
PBI	31	PBIGNG11372
PBI	60	PBIGNG11373
PBI	39	PBIGNG11374
PBI	53	PBIGNG11375
PBI	75	PBIGNG11376
PBI	42	PBIGNG11377
PBI	86	PBIGNG11378
PBI	80	PBIGNG11379
PBI	47	PBIGNG11380
PBI	704	PBIGNG11381
PBI	301	PBIGNG11382
PBI	9	PBIGNG11383
PBI	50	PBIGNG11384
PBI	558	PBIGNG11385
PBI	376	PBIGNG11386
PBI	28	PBIGNG11387
PBI	100	PBIGNG11388
PBI	966	PBIGNG11389
PBI	128	PBIGNG11390
PBI	1205	PBIGNG11391
PBI	674	PBIGNG11392
PBI	814	PBIGNG11393
PBI	1002	PBIGNG11394
PBI	220	PBIGNG11395
PBI	469	PBIGNG11396
PBI	508	PBIGNG11397
PBI	102	PBIGNG11398
PBI	14	PBIGNG11399
PBI	655	PBIGNG11400
PBI	615	PBIGNG11401
PBI	25	PBIGNG11402
PBI	176	PBIGNG11403
PBI	574	PBIGNG11404
PBI	60	PBIGNG11405
PBI	293	PBIGNG11406
PBI	213	PBIGNG11407
PBI	20	PBIGNG11408
PBI	329	PBIGNG11409
PBI	51	PBIGNG11410
PBI	53	PBIGNG11411
PBI	32	PBIGNG11412
PBI	115	PBIGNG11413
PBI	388	PBIGNG11414
PBI	443	PBIGNG11415
PBI	40	PBIGNG11416
PBI	203	PBIGNG11417
PBI	446	PBIGNG11418
PBI	44	PBIGNG11419
PBI	238	PBIGNG11420
PBI	803	PBIGNG11421
PBI	293	PBIGNG11422
PBI	66	PBIGNG11423
PBI	88	PBIGNG11424
PBI	163	PBIGNG11425
PBI	134	PBIGNG11426
PBI	85	PBIGNG11427
PBI	252	PBIGNG11428
PBI	69	PBIGNG11429
PBI	201	PBIGNG11430
PBI	53	PBIGNG11431
PBI	97	PBIGNG11432
PBI	62	PBIGNG11433
PBI	72	PBIGNG11434
PBI	100	PBIGNG11435
PBI	58	PBIGNG11436
PBI	51	PBIGNG11437
PBI	97	PBIGNG11438
PBI	239	PBIGNG11439
PBI	1502	PBIGNG11440
PBI	22	PBIGNG11441
PBI	36	PBIGNG11442
PBI	511	PBIGNG11443
PBI	329	PBIGNG11444
PBI	360	PBIGNG11445
PBI	162	PBIGNG11446
PBI	369	PBIGNG11447
PBI	62	PBIGNG11448
PBI	156	PBIGNG11449
PBI	128	PBIGNG11450
PBI	78	PBIGNG11451
PBI	291	PBIGNG11452
PBI	15	PBIGNG11453
PBI	53	PBIGNG11454
PBI	716	PBIGNG11455
PBI	41	PBIGNG11456
PBI	73	PBIGNG11457
PBI	131	PBIGNG11458
PBI	185	PBIGNG11459
PBI	381	PBIGNG11460
PBI	366	PBIGNG11461
PBI	555	PBIGNG11462
PBI	1206	PBIGNG11463
PBI	50	PBIGNG11464
PBI	241	PBIGNG11465
PBI	92	PBIGNG11466
PBI	112	PBIGNG11467
PBI	157	PBIGNG11468
PBI	120	PBIGNG11469
PBI	129	PBIGNG11470
PBI	38	PBIGNG11471
PBI	22	PBIGNG11472
PBI	220	PBIGNG11473
PBI	934	PBIGNG11474
PBI	305	PBIGNG11475
PBI	410	PBIGNG11476
PBI	84	PBIGNG11477
PBI	22	PBIGNG11478
PBI	171	PBIGNG11479
PBI	50	PBIGNG11480
PBI	46	PBIGNG11481
PBI	233	PBIGNG11482
PBI	800	PBIGNG11483
PBI	165	PBIGNG11484
PBI	220	PBIGNG11485
PBI	35	PBIGNG11486
PBI	1121	PBIGNG11487
PBI	826	PBIGNG11488
PBI	43	PBIGNG11489
PBI	196	PBIGNG11490
PBI	125	PBIGNG11491
PBI	156	PBIGNG11492
PBI	289	PBIGNG11493
PBI	1251	PBIGNG11494
PBI	353	PBIGNG11495
PBI	152	PBIGNG11496
PBI	526	PBIGNG11497
PBI	1612	PBIGNG11498
PBI	210	PBIGNG11499
PBI	815	PBIGNG11500
PBI	165	PBIGNG11501
PBI	724	PBIGNG11502
PBI	562	PBIGNG11503
PBI	28	PBIGNG11504
PBI	242	PBIGNG11505
PBI	14	PBIGNG11506
PBI	251	PBIGNG11507
PBI	37	PBIGNG11508
PBI	216	PBIGNG11509
PBI	73	PBIGNG11510
PBI	379	PBIGNG11511
PBI	217	PBIGNG11512
PBI	530	PBIGNG11513
PBI	69	PBIGNG11514
PBI	68	PBIGNG11515
PBI	607	PBIGNG11516
PBI	183	PBIGNG11517
PBI	53	PBIGNG11518
PBI	379	PBIGNG11519
PBI	167	PBIGNG11520
PBI	406	PBIGNG11521
PBI	23	PBIGNG11522
PBI	53	PBIGNG11523
PBI	1343	PBIGNG11524
PBI	23	PBIGNG11525
PBI	50	PBIGNG11526
PBI	51	PBIGNG11527
PBI	240	PBIGNG11528
PBI	47	PBIGNG11529
PBI	24	PBIGNG11530
PBI	702	PBIGNG11531
PBI	27	PBIGNG11532
PBI	368	PBIGNG11533
PBI	43	PBIGNG11534
PBI	205	PBIGNG11535
PBI	54	PBIGNG11536
PBI	827	PBIGNG11537
PBI	260	PBIGNG11538
PBI	139	PBIGNG11539
PBI	3290	PBIGNG11540
PBI	159	PBIGNG11541
PBI	955	PBIGNG11542
PBI	39	PBIGNG11543
PBI	49	PBIGNG11544
PBI	12	PBIGNG11545
PBI	1025	PBIGNG11546
PBI	965	PBIGNG11547
PBI	661	PBIGNG11548
PBI	87	PBIGNG11549
PBI	65	PBIGNG11550
PBI	101	PBIGNG11551
PBI	618	PBIGNG11552
PBI	36	PBIGNG11553
PBI	33	PBIGNG11554
PBI	40	PBIGNG11555
PBI	910	PBIGNG11556
PBI	13	PBIGNG11557
PBI	23	PBIGNG11558
PBI	210	PBIGNG11559
PBI	150	PBIGNG11560
PBI	682	PBIGNG11561
PBI	143	PBIGNG11562
PBI	108	PBIGNG11563
PBI	86	PBIGNG11564
PBI	84	PBIGNG11565
PBI	53	PBIGNG11566
PBI	665	PBIGNG11567
PBI	1400	PBIGNG11568
PBI	1511	PBIGNG11569
PBI	735	PBIGNG11570
PBI	9	PBIGNG11571
PBI	86	PBIGNG11572
PBI	76	PBIGNG11573
PBI	214	PBIGNG11574
PBI	1820	PBIGNG11575
PBI	42	PBIGNG11576
PBI	16	PBIGNG11577
PBI	43	PBIGNG11578
PBI	82	PBIGNG11579
PBI	34	PBIGNG11580
PBI	192	PBIGNG11581
PBI	24	PBIGNG11582
PBI	131	PBIGNG11583
PBI	40	PBIGNG11584
PBI	59	PBIGNG11585
PBI	45	PBIGNG11586
PBI	23	PBIGNG11587
PBI	189	PBIGNG11588
PBI	347	PBIGNG11589
PBI	2102	PBIGNG11590
PBI	42	PBIGNG11591
PBI	76	PBIGNG11592
PBI	78	PBIGNG11593
PBI	463	PBIGNG11594
PBI	140	PBIGNG11595
PBI	23	PBIGNG11596
PBI	174	PBIGNG11597
PBI	348	PBIGNG11598
PBI	763	PBIGNG11599
PBI	102	PBIGNG11600
PBI	630	PBIGNG11601
PBI	306	PBIGNG11602
PBI	77	PBIGNG11603
PBI	25	PBIGNG11604
PBI	46	PBIGNG11605
PBI	434	PBIGNG11606
PBI	102	PBIGNG11607
PBI	388	PBIGNG11608
PBI	132	PBIGNG11609
PBI	43	PBIGNG11610
PBI	29	PBIGNG11611
PBI	260	PBIGNG11612
PBI	106	PBIGNG11613
PBI	82	PBIGNG11614
PBI	22	PBIGNG11615
PBI	720	PBIGNG11616
PBI	31	PBIGNG11617
PBI	12	PBIGNG11618
PBI	10	PBIGNG11619
PBI	58	PBIGNG11620
PBI	922	PBIGNG11621
PBI	211	PBIGNG11622
PBI	693	PBIGNG11623
PBI	111	PBIGNG11624
PBI	188	PBIGNG11625
PBI	261	PBIGNG11626
PBI	72	PBIGNG11627
PBI	64	PBIGNG11628
PBI	318	PBIGNG11629
PBI	57	PBIGNG11630
PBI	204	PBIGNG11631
PBI	13	PBIGNG11632
PBI	153	PBIGNG11633
PBI	238	PBIGNG11634
PBI	175	PBIGNG11635
PBI	241	PBIGNG11636
PBI	319	PBIGNG11637
PBI	52	PBIGNG11638
PBI	345	PBIGNG11639
PBI	20	PBIGNG11640
PBI	475	PBIGNG11641
PBI	260	PBIGNG11642
PBI	7	PBIGNG11643
PBI	151	PBIGNG11644
PBI	238	PBIGNG11645
PBI	68	PBIGNG11646
PBI	126	PBIGNG11647
PBI	57	PBIGNG11648
PBI	50	PBIGNG11649
PBI	51	PBIGNG11650
PBI	240	PBIGNG11651
PBI	86	PBIGNG11652
PBI	874	PBIGNG11653
PBI	49	PBIGNG11654
PBI	315	PBIGNG11655
PBI	1268	PBIGNG11656
PBI	103	PBIGNG11657
PBI	252	PBIGNG11658
PBI	324	PBIGNG11659
PBI	557	PBIGNG11660
PBI	1431	PBIGNG11661
PBI	313	PBIGNG11662
PBI	126	PBIGNG11663
PBI	954	PBIGNG11664
PBI	1046	PBIGNG11665
PBI	51	PBIGNG11666
PBI	131	PBIGNG11667
PBI	316	PBIGNG11668
PBI	319	PBIGNG11669
PBI	772	PBIGNG11670
PBI	147	PBIGNG11671
PBI	32	PBIGNG11672
PBI	808	PBIGNG11673
PBI	15	PBIGNG11674
PBI	1821	PBIGNG11675
PBI	687	PBIGNG11676
PBI	539	PBIGNG11677
PBI	30	PBIGNG11678
PBI	29	PBIGNG11679
PBI	1270	PBIGNG11680
PBI	86	PBIGNG11681
PBI	748	PBIGNG11682
PBI	67	PBIGNG11683
PBI	49	PBIGNG11684
PBI	60	PBIGNG11685
PBI	46	PBIGNG11686
PBI	102	PBIGNG11687
PBI	57	PBIGNG11688
PBI	95	PBIGNG11689
PBI	488	PBIGNG11690
PBI	379	PBIGNG11691
PBI	142	PBIGNG11692
PBI	52	PBIGNG11693
PBI	448	PBIGNG11694
PBI	342	PBIGNG11695
